,p,f,f1,f3
0,0.8964821100234985,0.9668046236038208,0.9303163290023804,0.9592797756195068
1,0.8606249094009399,0.7689894437789917,0.8122307658195496,0.7772654294967651
2,0.8881664872169495,0.8025690317153931,0.8432009816169739,0.810379147529602
3,0.8659844994544983,0.85232013463974,0.859097957611084,0.8536671996116638
4,0.8509806394577026,0.9311584234237672,0.8892659544944763,0.9224671721458436
5,0.9459757804870604,0.93826562166214,0.942104995250702,0.939030945301056
6,0.8621206283569336,0.9545685052871704,0.905992329120636,0.9444409608840942
7,0.8536705374717712,0.7777650356292725,0.8139519095420837,0.7847426533699036
8,0.7361258268356323,0.8558714985847473,0.7914952039718628,0.8421719074249268
9,0.8250346779823303,0.7411108016967773,0.7808241844177246,0.748727023601532
10,0.8362562656402588,0.8053122162818909,0.8204926252365112,0.80830317735672
11,0.7948636412620544,0.7559916973114014,0.7749404907226562,0.759706974029541
12,0.8152398467063904,0.9493038058280944,0.877178966999054,0.9339452385902404
13,0.7901638746261597,0.914231300354004,0.847681999206543,0.900098443031311
14,0.7453721761703491,0.8842812776565552,0.8089064955711365,0.8681032061576843
15,0.8831409811973572,0.9175639748573304,0.9000234603881836,0.9140012860298156
16,0.8638702630996704,0.95834481716156,0.9086584448814392,0.9479774832725524
17,0.8243527412414551,0.9109914302825928,0.8655093312263489,0.901516616344452
18,0.7351111173629761,0.898078203201294,0.8084638118743896,0.878600537776947
19,0.9170205593109132,0.9503387808799744,0.9333824515342712,0.9468985199928284
20,0.8603262305259705,0.814712405204773,0.8368982672691345,0.8190549612045288
average,0.8405182758967081,0.87374157281149,0.8547912836074829,0.8695418408938816
